author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301188387/,Петропавловск-Камчатский,sale,flat,1,5,2,44.2,-1,0,6200000,Петропавловск-Камчатский,Пограничная ,35/1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/298537516/,Петропавловск-Камчатский,sale,flat,4,4,1,22.3,-1,0,3200000,Петропавловск-Камчатский, Никифора Бойко,12,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303935896/,Петропавловск-Камчатский,sale,flat,1,4,2,42.7,-1,0,5250000,Петропавловск-Камчатский,Владивостокская ,41/4,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300163619/,Петропавловск-Камчатский,sale,flat,1,5,1,38.1,-1,0,5500000,Петропавловск-Камчатский,Пограничная ,30/1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095649/,Петропавловск-Камчатский,sale,flat,5,5,2,47.2,-1,0,4900000,Петропавловск-Камчатский, Труда,33,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/294751333/,Петропавловск-Камчатский,sale,flat,1,5,2,44.5,-1,0,6000000,Петропавловск-Камчатский,проспект Циолковского,11,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303496804/,Петропавловск-Камчатский,sale,flat,1,5,3,67.6,-1,0,7600000,Петропавловск-Камчатский,Ленинградская ,124А,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/295347035/,Петропавловск-Камчатский,sale,flat,1,4,2,44.3,-1,0,4500000,Петропавловск-Камчатский, Капитана Драбкина,8,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301839366/,Петропавловск-Камчатский,sale,flat,3,4,2,43.8,-1,0,5600000,Петропавловск-Камчатский,Пограничная ,97,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303597532/,Петропавловск-Камчатский,sale,flat,5,5,4,61.4,-1,0,8000000,Петропавловск-Камчатский, Абеля,8,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300354672/,Петропавловск-Камчатский,sale,flat,5,5,2,47.4,-1,0,6300000,Петропавловск-Камчатский,проспект Рыбаков,32,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/293482139/,Петропавловск-Камчатский,sale,flat,2,5,2,47.1,-1,0,4700000,Завойко жилрайон, Обороны 1854 года,22,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/299750245/,Петропавловск-Камчатский,sale,flat,4,5,2,51.3,-1,0,6300000,Петропавловск-Камчатский, Маршала Блюхера,45,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301188377/,Петропавловск-Камчатский,sale,flat,1,5,3,60.5,-1,0,5200000,Петропавловск-Камчатский,Заводская ,20,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303093443/,Петропавловск-Камчатский,sale,flat,4,5,1,39.5,-1,0,8400000,Петропавловск-Камчатский, Академика Курчатова,53,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303405805/,Петропавловск-Камчатский,sale,flat,1,3,1,27.7,-1,0,4250000,Петропавловск-Камчатский, Тельмана,2А,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303597529/,Петропавловск-Камчатский,sale,flat,1,5,3,61.7,-1,0,8000000,Сероглазка жилрайон, Космонавтов,3,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/286357184/,Петропавловск-Камчатский,sale,flat,1,4,2,44.1,-1,0,4500000,Петропавловск-Камчатский,Петропавловское шоссе,31А,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301883593/,Петропавловск-Камчатский,sale,flat,1,5,3,61.5,-1,0,6800000,Петропавловск-Камчатский,Батарейная ,4,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300902863/,Петропавловск-Камчатский,sale,flat,4,4,3,57.3,-1,0,7250000,Петропавловск-Камчатский,проспект Победы,81,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300354670/,Петропавловск-Камчатский,sale,flat,4,5,3,47.5,-1,0,7650000,Петропавловск-Камчатский, Абеля,4,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/296492609/,Петропавловск-Камчатский,sale,flat,1,4,2,44.6,-1,0,5450000,Петропавловск-Камчатский,Амурская ,1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303597531/,Петропавловск-Камчатский,sale,flat,1,4,2,44.7,-1,0,6000000,Петропавловск-Камчатский,Партизанская ,28,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300898901/,Петропавловск-Камчатский,sale,flat,1,4,2,40.8,-1,0,5200000,Петропавловск-Камчатский,Рябиковская ,39,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302469695/,Петропавловск-Камчатский,sale,flat,5,5,3,68.7,-1,0,6950000,Петропавловск-Камчатский, Академика Королева,35,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/299440365/,Петропавловск-Камчатский,sale,flat,4,5,3,61.0,-1,0,8350000,Петропавловск-Камчатский, Чубарова,5,,
КамРиКо,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303572036/,Петропавловск-Камчатский,sale,flat,2,5,1,39.7,-1,0,7000000,Петропавловск-Камчатский, Атласова,25,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300583879/,Петропавловск-Камчатский,sale,flat,4,5,3,61.0,-1,0,8350000,Петропавловск-Камчатский, Чубарова,5,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300711795/,Петропавловск-Камчатский,sale,flat,3,5,1,30.8,-1,0,6100000,Петропавловск-Камчатский, Чубарова,4,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095410/,Петропавловск-Камчатский,sale,flat,1,5,3,61.0,-1,0,7600000,Петропавловск-Камчатский, Виталия Кручины,8/4,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/286649695/,Петропавловск-Камчатский,sale,flat,1,4,3,64.8,-1,0,8500000,Петропавловск-Камчатский, Бохняка,14,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303654068/,Петропавловск-Камчатский,sale,flat,4,5,1,30.4,-1,0,5850000,Петропавловск-Камчатский, Карбышева,2,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302041105/,Петропавловск-Камчатский,sale,flat,1,5,3,60.7,-1,0,6700000,Петропавловск-Камчатский,Солнечная ,5,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302041098/,Петропавловск-Камчатский,sale,flat,1,5,1,30.2,-1,0,3730000,Петропавловск-Камчатский, Петра Ильичева,49,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/285641235/,Петропавловск-Камчатский,sale,flat,1,4,3,55.3,-1,0,5500000,Петропавловск-Камчатский, Труда,25,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/296492610/,Петропавловск-Камчатский,sale,flat,4,5,1,34.4,-1,0,6700000,Петропавловск-Камчатский,Дальневосточная ,12,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095689/,Петропавловск-Камчатский,sale,flat,1,4,3,64.0,-1,0,5500000,Петропавловск-Камчатский, Павлова,7,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/289753383/,Петропавловск-Камчатский,sale,flat,1,4,3,57.2,-1,0,8650000,Петропавловск-Камчатский, Тушканова,7,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303093440/,Петропавловск-Камчатский,sale,flat,4,4,2,44.5,-1,0,4200000,Петропавловск-Камчатский,Рябиковская ,101,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/304204474/,Петропавловск-Камчатский,sale,flat,2,4,2,44.3,-1,0,5900000,Петропавловск-Камчатский, Горького,11,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095654/,Петропавловск-Камчатский,sale,flat,1,5,3,68.1,-1,0,7650000,Петропавловск-Камчатский,Солнечная ,11,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/304148861/,Петропавловск-Камчатский,sale,flat,3,5,1,30.5,-1,0,6480000,Петропавловск-Камчатский,проспект Карла Маркса,13,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303637288/,Петропавловск-Камчатский,sale,flat,4,5,3,62.2,-1,0,9200000,Петропавловск-Камчатский, Академика Королева,39,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300163640/,Петропавловск-Камчатский,sale,flat,8,12,1,39.1,-1,0,7000000,Петропавловск-Камчатский,Дальневосточная ,32,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300711800/,Петропавловск-Камчатский,sale,flat,4,4,3,57.3,-1,0,7250000,Петропавловск-Камчатский,проспект Победы,81,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303281714/,Петропавловск-Камчатский,sale,flat,4,4,2,40.9,-1,0,5300000,Петропавловск-Камчатский, Максутова,36А,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303448615/,Петропавловск-Камчатский,sale,flat,4,5,1,30.3,-1,0,5000000,Петропавловск-Камчатский,Вилюйская ,115,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/298709028/,Петропавловск-Камчатский,sale,flat,3,5,3,61.7,-1,0,7150000,Петропавловск-Камчатский, Красная Сопка,44,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303836886/,Петропавловск-Камчатский,sale,flat,5,5,2,44.0,-1,0,6850000,Петропавловск-Камчатский,бульвар Рыбацкой Славы,12,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/298499931/,Петропавловск-Камчатский,sale,flat,2,5,2,47.1,-1,0,4700000,Завойко жилрайон, Обороны 1854 года,22,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301366300/,Петропавловск-Камчатский,sale,flat,4,5,1,30.3,-1,0,4000000,Петропавловск-Камчатский, Труда,35,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/296000774/,Петропавловск-Камчатский,sale,flat,1,1,2,22.5,-1,0,3970000,Петропавловск-Камчатский,Мишенная ,4,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/299583761/,Петропавловск-Камчатский,sale,flat,2,4,2,44.4,-1,0,7400000,Петропавловск-Камчатский, Давыдова,11,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/297430315/,Петропавловск-Камчатский,sale,flat,1,4,2,41.4,-1,0,2950000,Петропавловск-Камчатский, Петра Ильичева,24А,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301237776/,Петропавловск-Камчатский,sale,flat,1,5,1,31.5,-1,0,6200000,Петропавловск-Камчатский, Савченко,6,,
Александра Гейхман,realtor,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/298410226/,Петропавловск-Камчатский,sale,flat,4,5,2,44.3,-1,0,7130000,Петропавловск-Камчатский, Чубарова,1/1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300898905/,Петропавловск-Камчатский,sale,flat,4,4,1,30.4,-1,0,4200000,Петропавловск-Камчатский,Курильская ,30,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/293729494/,Петропавловск-Камчатский,sale,flat,2,5,2,43.6,-1,0,5350000,Петропавловск-Камчатский, Кирдищева,15,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/304260822/,Петропавловск-Камчатский,sale,flat,4,5,-1,52.7,-1,0,7990000,Петропавловск-Камчатский,Якорная ,3,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095986/,Петропавловск-Камчатский,sale,flat,5,5,3,60.6,-1,0,8300000,Петропавловск-Камчатский, Кирдищева,11,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301579975/,Петропавловск-Камчатский,sale,flat,1,5,2,47.4,-1,0,6950000,Петропавловск-Камчатский, Кирдищева,21,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303496814/,Петропавловск-Камчатский,sale,flat,4,5,1,38.7,-1,0,7350000,Петропавловск-Камчатский, Ларина,38,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/296722880/,Петропавловск-Камчатский,sale,flat,3,4,2,42.1,-1,0,5900000,Петропавловск-Камчатский, Горького,16,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/299970678/,Петропавловск-Камчатский,sale,flat,4,4,3,55.2,-1,0,6300000,Петропавловск-Камчатский, Давыдова,13,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/293919923/,Петропавловск-Камчатский,sale,flat,5,5,3,62.7,-1,0,8500000,Петропавловск-Камчатский, Автомобилистов,7,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301366303/,Петропавловск-Камчатский,sale,flat,3,5,2,44.9,-1,0,5000000,Петропавловск-Камчатский,Петропавловское шоссе,29,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/294283848/,Петропавловск-Камчатский,sale,flat,3,4,2,42.1,-1,0,5900000,Петропавловск-Камчатский, Горького,16,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303794732/,Петропавловск-Камчатский,sale,flat,2,5,3,60.0,-1,0,6600000,Петропавловск-Камчатский, Труда,29,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/294095482/,Петропавловск-Камчатский,sale,flat,1,5,2,43.3,-1,0,6400000,Петропавловск-Камчатский,проспект Победы,15,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301981918/,Петропавловск-Камчатский,sale,flat,1,4,2,43.1,-1,0,8200000,Петропавловск-Камчатский,проспект 50 лет Октября,12,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300999750/,Петропавловск-Камчатский,sale,flat,2,4,1,33.4,-1,0,5990000,Петропавловск-Камчатский, Старицина,12,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303658484/,Петропавловск-Камчатский,sale,flat,8,12,1,39.1,-1,0,7200000,Петропавловск-Камчатский,Дальневосточная ,32,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/295967001/,Петропавловск-Камчатский,sale,flat,5,5,3,62.0,-1,0,8800000,Петропавловск-Камчатский, Тушканова,12,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302093544/,Петропавловск-Камчатский,sale,flat,5,5,3,59.6,-1,0,8250000,Петропавловск-Камчатский,проспект Победы,59/1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303405826/,Петропавловск-Камчатский,sale,flat,4,5,2,43.8,-1,0,7000000,Петропавловск-Камчатский, Чубарова,8,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/296492607/,Петропавловск-Камчатский,sale,flat,5,5,2,44.1,-1,0,7500000,Петропавловск-Камчатский,проспект Циолковского,63,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095400/,Петропавловск-Камчатский,sale,flat,1,4,3,64.8,-1,0,8590000,Петропавловск-Камчатский, Бохняка,14,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/299583745/,Петропавловск-Камчатский,sale,flat,1,4,3,58.5,-1,0,8500000,Петропавловск-Камчатский, Автомобилистов,20,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301234608/,Петропавловск-Камчатский,sale,flat,1,5,2,44.0,-1,0,5600000,Петропавловск-Камчатский,Батарейная ,1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302759245/,Петропавловск-Камчатский,sale,flat,2,5,3,61.4,-1,0,8200000,Петропавловск-Камчатский, Давыдова,17,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302093580/,Петропавловск-Камчатский,sale,flat,4,5,2,44.1,-1,0,7000000,Петропавловск-Камчатский,Вилюйская ,115,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095498/,Петропавловск-Камчатский,sale,flat,4,5,2,54.5,-1,0,6700000,Петропавловск-Камчатский,Дальняя ,26,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/294232912/,Петропавловск-Камчатский,sale,flat,1,5,2,44.8,-1,0,7250000,Петропавловск-Камчатский, Чубарова,5/1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095562/,Петропавловск-Камчатский,sale,flat,5,5,2,52.5,-1,0,7500000,Петропавловск-Камчатский,Даурская ,6,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303234609/,Петропавловск-Камчатский,sale,flat,2,5,1,31.0,-1,0,5500000,Петропавловск-Камчатский, Академика Курчатова,1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095974/,Петропавловск-Камчатский,sale,flat,2,4,2,45.2,-1,0,4550000,Петропавловск-Камчатский, Капитана Беляева,1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302041103/,Петропавловск-Камчатский,sale,flat,3,4,2,41.4,-1,0,5950000,Петропавловск-Камчатский, Капитана Драбкина,11,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300260287/,Петропавловск-Камчатский,sale,flat,2,4,2,41.1,-1,0,5000000,Петропавловск-Камчатский, Кутузова,12А,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300898912/,Петропавловск-Камчатский,sale,flat,1,4,3,64.3,-1,0,7500000,Петропавловск-Камчатский, Закхеева,5,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095566/,Петропавловск-Камчатский,sale,flat,4,4,2,45.4,-1,0,5500000,Петропавловск-Камчатский,Курильская ,34,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/295657524/,Петропавловск-Камчатский,sale,flat,2,4,2,44.3,-1,0,5700000,Петропавловск-Камчатский, Горького,11,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303597530/,Петропавловск-Камчатский,sale,flat,4,5,2,51.3,-1,0,6300000,Петропавловск-Камчатский, Маршала Блюхера,45,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302041100/,Петропавловск-Камчатский,sale,flat,3,5,1,37.9,-1,0,5500000,Петропавловск-Камчатский, Арсеньева,35,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302573036/,Петропавловск-Камчатский,sale,flat,3,5,3,61.7,-1,0,7300000,Петропавловск-Камчатский, Красная Сопка,44,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/301095851/,Петропавловск-Камчатский,sale,flat,4,5,2,44.0,-1,0,7000000,Петропавловск-Камчатский, Академика Королева,13,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/298176002/,Петропавловск-Камчатский,sale,flat,4,5,3,61.6,-1,0,7700000,Петропавловск-Камчатский, Академика Королева,11,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/295748806/,Петропавловск-Камчатский,sale,flat,4,4,2,44.9,-1,0,5700000,Петропавловск-Камчатский,Комсомольская ,4,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/298175886/,Петропавловск-Камчатский,sale,flat,2,4,2,43.1,-1,0,7000000,Петропавловск-Камчатский, Давыдова,11,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/297205611/,Петропавловск-Камчатский,sale,flat,1,4,2,41.1,-1,0,8400000,Петропавловск-Камчатский,проспект 50 лет Октября,15/4,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302041134/,Петропавловск-Камчатский,sale,flat,3,4,2,42.8,-1,0,7400000,Петропавловск-Камчатский,Ленинградская ,65,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/299970680/,Петропавловск-Камчатский,sale,flat,2,4,2,44.7,-1,0,5800000,Петропавловск-Камчатский, Давыдова,23,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/298668487/,Петропавловск-Камчатский,sale,flat,1,5,2,43.9,-1,0,7150000,Петропавловск-Камчатский,проспект Карла Маркса,13,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/297691814/,Петропавловск-Камчатский,sale,flat,1,5,2,55.8,-1,0,7800000,Петропавловск-Камчатский,Якорная ,1/1,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/297925703/,Петропавловск-Камчатский,sale,flat,2,4,2,44.7,-1,0,5800000,Петропавловск-Камчатский, Давыдова,23,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303099178/,Петропавловск-Камчатский,sale,flat,4,4,1,36.0,-1,0,5499999,Петропавловск-Камчатский, Войцешека,7,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/300951727/,Петропавловск-Камчатский,sale,flat,4,5,1,30.3,-1,0,5800000,Петропавловск-Камчатский, Николаевой-Терешковой В.В.,4,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303646996/,Петропавловск-Камчатский,sale,flat,1,5,3,61.3,-1,0,7900000,Петропавловск-Камчатский, Карбышева,16,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/299443347/,Петропавловск-Камчатский,sale,flat,5,5,3,61.0,-1,0,7550000,Петропавловск-Камчатский, Карбышева,12,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/304506505/,Петропавловск-Камчатский,sale,flat,4,5,2,60.4,-1,0,11500000,Петропавловск-Камчатский,бульвар Пийпа,4,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/304506478/,Петропавловск-Камчатский,sale,flat,5,5,4,74.4,-1,0,11500000,Петропавловск-Камчатский, Ларина,21,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302762984/,Петропавловск-Камчатский,sale,flat,3,5,4,59.1,-1,0,11500000,Петропавловск-Камчатский,проспект Победы,15,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/304506520/,Петропавловск-Камчатский,sale,flat,4,5,3,61.3,-1,0,11700000,Петропавловск-Камчатский, Абеля,29,,
Самолет плюс Петропавловск-Камчатский,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/298122561/,Петропавловск-Камчатский,sale,flat,2,3,3,79.4,-1,0,11800000,Петропавловск-Камчатский, Савченко,33,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/302256527/,Петропавловск-Камчатский,sale,flat,2,4,3,79.1,-1,0,11800000,Петропавловск-Камчатский,Дальневосточная ,36,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/303281713/,Петропавловск-Камчатский,sale,flat,5,5,3,62.0,-1,0,12000000,Петропавловск-Камчатский, Виталия Кручины,3/1,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/304603786/,Петропавловск-Камчатский,sale,flat,5,5,3,60.4,-1,0,12000000,Петропавловск-Камчатский,проспект Рыбаков,2,,
Этажи - Камчатка,real_estate_agent,https://petropavlovsk-kamchatskiy.cian.ru/sale/flat/291752457/,Петропавловск-Камчатский,sale,flat,3,9,2,52.4,-1,0,12350000,Петропавловск-Камчатский, Топоркова,8/2,,
